; Sample Rate 8000
; Channels 2
          0.0095   -0.22150468966  -0.22150468966 
        0.009625   -0.20490610786  -0.20490610786 
         0.00975    -0.1667059809   -0.1667059809 
        0.009875   -0.11479331832  -0.11479331832 
            0.01  -7.0175155997e-07 -7.0175155997e-07 
        0.010125    0.11479472881   0.11479472881 
         0.01025    0.16670453642   0.16670453642 
        0.010375    0.20490759471   0.20490759471 
          0.0105    0.22150314786   0.22150314786 
        0.010625    0.23020430561   0.23020430561 
         0.01075     0.2215023092    0.2215023092 
        0.010875     0.2049093619    0.2049093619 
           0.011    0.16670135362   0.16670135362 
        0.011125    0.11480084434   0.11480084434 
         0.01125  0.00020011141896 0.00020011141896 
        0.011375   -0.11479952326  -0.11479952326 
          0.0115   -0.16670364561  -0.16670364561 
        0.011625   -0.20490714023  -0.20490714023 
         0.01175   -0.22150415229  -0.22150415229 
        0.011875   -0.23020315543  -0.23020315543 
           0.012   -0.22150332294  -0.22150332294 
        0.012125   -0.20490887202  -0.20490887202 
         0.01225   -0.16670044325  -0.16670044325 
        0.012375   -0.11480604298  -0.11480604298 
          0.0125  -0.00019336258993 -0.00019336258993 
        0.012625    0.11481276248   0.11481276248 
         0.01275    0.16669517057   0.16669517057 
        0.012875    0.20491398312   0.20491398312 
           0.013    0.22149819694   0.22149819694 
        0.013125    0.23020856315   0.23020856315 
         0.01325    0.22149820533   0.22149820533 
        0.013375    0.20491413446   0.20491413446 
          0.0135    0.16669442272   0.16669442272 
        0.013625    0.11481531104   0.11481531104 
         0.01375  0.00011083763093 0.00011083763093 
        0.013875   -0.11481820466  -0.11481820466 
           0.014   -0.16669259686  -0.16669259686 
        0.014125   -0.20491578057  -0.20491578057 
         0.01425    -0.2214966421   -0.2214966421 
        0.014375   -0.23021008028  -0.23021008028 
          0.0145   -0.22149657598  -0.22149657598 
        0.014625   -0.20491595799  -0.20491595799 
         0.01475   -0.16669218568  -0.16669218568 
        0.014875   -0.11481938837  -0.11481938837 
           0.015  3.1664967537e-08 3.1664967537e-08 
        0.015125    0.11481934134   0.11481934134 
         0.01525    0.16669213166   0.16669213166 
        0.015375    0.20491597336   0.20491597336 
          0.0155    0.22149660112   0.22149660112 
        0.015625    0.23021006398   0.23021006398 
         0.01575    0.22149664303   0.22149664303 
        0.015875    0.20491578383   0.20491578383 
           0.016    0.16669255495   0.16669255495 
        0.016125    0.11481820885   0.11481820885 
         0.01625  -0.00011078175157 -0.00011078175157 
        0.016375   -0.11481531477  -0.11481531477 
          0.0165   -0.16669447534  -0.16669447534 
        0.016625   -0.20491412282  -0.20491412282 
         0.01675   -0.22149816342  -0.22149816342 
        0.016875   -0.23020860041  -0.23020860041 
           0.017   -0.22149821697  -0.22149821697 
        0.017125   -0.20491394959  -0.20491394959 
         0.01725   -0.16669518873  -0.16669518873 
        0.017375   -0.11481280532  -0.11481280532 
          0.0175  0.00019340356812 0.00019340356812 
        0.017625    0.11480606068   0.11480606068 
         0.01775    0.16670042276   0.16670042276 
        0.017875    0.20490885014   0.20490885014 
           0.018    0.22150338767   0.22150338767 
        0.018125    0.23020309629   0.23020309629 
         0.01825    0.22150415508   0.22150415508 
        0.018375    0.20490715606   0.20490715606 
          0.0185    0.16670368332   0.16670368332 
        0.018625    0.11479944037   0.11479944037 
         0.01875  -0.00020009698346 -0.00020009698346 
        0.018875   -0.11480079265  -0.11480079265 
           0.019   -0.16670137271  -0.16670137271 
        0.019125   -0.20490932511  -0.20490932511 
         0.01925   -0.22150240093  -0.22150240093 
        0.019375   -0.23020415241  -0.23020415241 
          0.0195   -0.22150340909  -0.22150340909 
        0.019625   -0.20490722265  -0.20490722265 
         0.01975    -0.1667049462   -0.1667049462 
        0.019875   -0.11479422729  -0.11479422729 
            0.02                0               0 
        0.020125    0.11479422729   0.11479422729 
         0.02025     0.1667049462    0.1667049462 
        0.020375    0.20490722265   0.20490722265 
          0.0205    0.22150340909   0.22150340909 
        0.020625    0.23020415241   0.23020415241 
         0.02075    0.22150240093   0.22150240093 
        0.020875    0.20490932511   0.20490932511 
           0.021    0.16670137271   0.16670137271 
        0.021125    0.11480079265   0.11480079265 
         0.02125  0.00020009698346 0.00020009698346 
        0.021375   -0.11479944037  -0.11479944037 
          0.0215   -0.16670368332  -0.16670368332 
        0.021625   -0.20490715606  -0.20490715606 
         0.02175   -0.22150415508  -0.22150415508 
        0.021875   -0.23020309629  -0.23020309629 
           0.022   -0.22150338767  -0.22150338767 
        0.022125   -0.20490885014  -0.20490885014 
         0.02225   -0.16670042276  -0.16670042276 
        0.022375   -0.11480606068  -0.11480606068 
          0.0225  -0.00019340356812 -0.00019340356812 
        0.022625    0.11481280532   0.11481280532 
         0.02275    0.16669518873   0.16669518873 
        0.022875    0.20491394959   0.20491394959 
           0.023    0.22149821697   0.22149821697 
        0.023125    0.23020860041   0.23020860041 
         0.02325    0.22149816342   0.22149816342 
        0.023375    0.20491412282   0.20491412282 
          0.0235    0.16669447534   0.16669447534 
        0.023625    0.11481531477   0.11481531477 
         0.02375  0.00011078175157 0.00011078175157 
        0.023875   -0.11481820885  -0.11481820885 
           0.024   -0.16669255495  -0.16669255495 
        0.024125   -0.20491578383  -0.20491578383 
         0.02425   -0.22149664303  -0.22149664303 
        0.024375   -0.23021006398  -0.23021006398 
          0.0245   -0.22149660112  -0.22149660112 
        0.024625   -0.20491597336  -0.20491597336 
         0.02475   -0.16669213166  -0.16669213166 
        0.024875   -0.11481934134  -0.11481934134 
           0.025  -3.1664967537e-08 -3.1664967537e-08 
        0.025125    0.11481938837   0.11481938837 
         0.02525    0.16669218568   0.16669218568 
        0.025375    0.20491595799   0.20491595799 
          0.0255    0.22149657598   0.22149657598 
        0.025625    0.23021008028   0.23021008028 
         0.02575     0.2214966421    0.2214966421 
        0.025875    0.20491578057   0.20491578057 
           0.026    0.16669259686   0.16669259686 
        0.026125    0.11481820466   0.11481820466 
         0.02625  -0.00011083763093 -0.00011083763093 
        0.026375   -0.11481531104  -0.11481531104 
          0.0265   -0.16669442272  -0.16669442272 
        0.026625   -0.20491413446  -0.20491413446 
         0.02675   -0.22149820533  -0.22149820533 
        0.026875   -0.23020856455  -0.23020856455 
           0.027   -0.22149819648  -0.22149819648 
        0.027125   -0.20491398638  -0.20491398638 
         0.02725   -0.16669516824  -0.16669516824 
        0.027375   -0.11481276946  -0.11481276946 
          0.0275  0.00019336957484 0.00019336957484 
        0.027625    0.11480603041   0.11480603041 
         0.02775    0.16670045769   0.16670045769 
        0.027875    0.20490885293   0.20490885293 
           0.028    0.22150334669   0.22150334669 
        0.028125    0.23020312842   0.23020312842 
         0.02825    0.22150418395   0.22150418395 
        0.028375    0.20490710903   0.20490710903 
          0.0285     0.1667036782    0.1667036782 
        0.028625    0.11479949718   0.11479949718 
         0.02875  -0.00020009279251 -0.00020009279251 
        0.028875   -0.11480084434  -0.11480084434 
           0.029   -0.16670137644  -0.16670137644 
        0.029125   -0.20490930323  -0.20490930323 
         0.02925   -0.22150241584  -0.22150241584 
        0.029375   -0.23020413984  -0.23020413984 
          0.0295   -0.22150339093  -0.22150339093 
        0.029625   -0.20490726223  -0.20490726223 
         0.02975   -0.16670497879  -0.16670497879 
        0.029875   -0.11479416583  -0.11479416583 
            0.03                0               0 
        0.030125    0.11479416583   0.11479416583 
         0.03025    0.16670497879   0.16670497879 
        0.030375    0.20490726223   0.20490726223 
          0.0305    0.22150339093   0.22150339093 
        0.030625    0.23020413984   0.23020413984 
         0.03075    0.22150241584   0.22150241584 
        0.030875    0.20490930323   0.20490930323 
           0.031    0.16670137644   0.16670137644 
        0.031125    0.11480084434   0.11480084434 
         0.03125  0.00020009279251 0.00020009279251 
        0.031375   -0.11479949718  -0.11479949718 
          0.0315    -0.1667036782   -0.1667036782 
        0.031625   -0.20490710903  -0.20490710903 
         0.03175   -0.22150418395  -0.22150418395 
        0.031875   -0.23020312842  -0.23020312842 
           0.032   -0.22150334669  -0.22150334669 
        0.032125   -0.20490885293  -0.20490885293 
         0.03225   -0.16670045769  -0.16670045769 
        0.032375   -0.11480603041  -0.11480603041 
          0.0325  -0.00019336957484 -0.00019336957484 
        0.032625    0.11481276946   0.11481276946 
         0.03275    0.16669516824   0.16669516824 
        0.032875    0.20491398638   0.20491398638 
           0.033    0.22149819648   0.22149819648 
        0.033125    0.23020856455   0.23020856455 
         0.03325    0.22149820533   0.22149820533 
        0.033375    0.20491413446   0.20491413446 
          0.0335    0.16669442272   0.16669442272 
        0.033625    0.11481531104   0.11481531104 
         0.03375  0.00011083763093 0.00011083763093 
        0.033875   -0.11481820466  -0.11481820466 
           0.034   -0.16669259686  -0.16669259686 
        0.034125   -0.20491578057  -0.20491578057 
         0.03425    -0.2214966421   -0.2214966421 
        0.034375   -0.23021008028  -0.23021008028 
          0.0345   -0.22149657598  -0.22149657598 
        0.034625   -0.20491595799  -0.20491595799 
         0.03475   -0.16669218568  -0.16669218568 
        0.034875   -0.11481938837  -0.11481938837 
           0.035  3.1664967537e-08 3.1664967537e-08 
        0.035125    0.11481934134   0.11481934134 
         0.03525    0.16669213166   0.16669213166 
        0.035375    0.20491597336   0.20491597336 
          0.0355    0.22149660112   0.22149660112 
        0.035625    0.23021006398   0.23021006398 
         0.03575    0.22149664303   0.22149664303 
        0.035875    0.20491578383   0.20491578383 
           0.036    0.16669255495   0.16669255495 
        0.036125    0.11481820885   0.11481820885 
         0.03625  -0.00011078175157 -0.00011078175157 
        0.036375   -0.11481531477  -0.11481531477 
          0.0365   -0.16669447534  -0.16669447534 
        0.036625   -0.20491412282  -0.20491412282 
         0.03675   -0.22149816342  -0.22149816342 
        0.036875   -0.23020860041  -0.23020860041 
           0.037   -0.22149821697  -0.22149821697 
        0.037125   -0.20491394959  -0.20491394959 
         0.03725   -0.16669518873  -0.16669518873 
        0.037375   -0.11481280532  -0.11481280532 
          0.0375  0.00019340356812 0.00019340356812 
        0.037625    0.11480606068   0.11480606068 
         0.03775    0.16670042276   0.16670042276 
        0.037875    0.20490885014   0.20490885014 
           0.038    0.22150338767   0.22150338767 
        0.038125    0.23020309629   0.23020309629 
         0.03825    0.22150415508   0.22150415508 
        0.038375    0.20490715606   0.20490715606 
          0.0385    0.16670368332   0.16670368332 
        0.038625    0.11479944037   0.11479944037 
         0.03875  -0.00020009698346 -0.00020009698346 
        0.038875   -0.11480079265  -0.11480079265 
           0.039   -0.16670137271  -0.16670137271 
        0.039125   -0.20490932511  -0.20490932511 
         0.03925   -0.22150240093  -0.22150240093 
        0.039375   -0.23020415241  -0.23020415241 
          0.0395   -0.22150340909  -0.22150340909 
        0.039625   -0.20490722265  -0.20490722265 
         0.03975    -0.1667049462   -0.1667049462 
        0.039875   -0.11479422729  -0.11479422729 
            0.04                0               0 
        0.040125    0.11479422729   0.11479422729 
         0.04025     0.1667049462    0.1667049462 
        0.040375    0.20490722265   0.20490722265 
          0.0405    0.22150340909   0.22150340909 
        0.040625    0.23020415241   0.23020415241 
         0.04075    0.22150240093   0.22150240093 
        0.040875    0.20490932511   0.20490932511 
           0.041    0.16670137271   0.16670137271 
        0.041125    0.11480079265   0.11480079265 
         0.04125  0.00020009698346 0.00020009698346 
        0.041375   -0.11479944037  -0.11479944037 
          0.0415   -0.16670368332  -0.16670368332 
        0.041625   -0.20490715606  -0.20490715606 
         0.04175   -0.22150415508  -0.22150415508 
        0.041875   -0.23020309629  -0.23020309629 
           0.042   -0.22150338767  -0.22150338767 
        0.042125   -0.20490885014  -0.20490885014 
         0.04225   -0.16670042276  -0.16670042276 
        0.042375   -0.11480606068  -0.11480606068 
          0.0425  -0.00019340356812 -0.00019340356812 
        0.042625    0.11481280532   0.11481280532 
         0.04275    0.16669518873   0.16669518873 
        0.042875    0.20491394959   0.20491394959 
           0.043    0.22149821697   0.22149821697 
        0.043125    0.23020860041   0.23020860041 
         0.04325    0.22149816342   0.22149816342 
        0.043375    0.20491412282   0.20491412282 
          0.0435    0.16669447534   0.16669447534 
        0.043625    0.11481531477   0.11481531477 
         0.04375  0.00011078175157 0.00011078175157 
        0.043875   -0.11481820885  -0.11481820885 
           0.044   -0.16669255495  -0.16669255495 
        0.044125   -0.20491578383  -0.20491578383 
         0.04425   -0.22149664303  -0.22149664303 
        0.044375   -0.23021006398  -0.23021006398 
          0.0445   -0.22149660112  -0.22149660112 
        0.044625   -0.20491597336  -0.20491597336 
         0.04475   -0.16669213166  -0.16669213166 
        0.044875   -0.11481934134  -0.11481934134 
           0.045  -3.1664967537e-08 -3.1664967537e-08 
        0.045125    0.11481938837   0.11481938837 
         0.04525    0.16669218568   0.16669218568 
        0.045375    0.20491595799   0.20491595799 
          0.0455    0.22149657598   0.22149657598 
        0.045625    0.23021008028   0.23021008028 
         0.04575     0.2214966421    0.2214966421 
        0.045875    0.20491578057   0.20491578057 
           0.046    0.16669259686   0.16669259686 
        0.046125    0.11481820466   0.11481820466 
         0.04625  -0.00011083763093 -0.00011083763093 
        0.046375   -0.11481531104  -0.11481531104 
          0.0465   -0.16669442272  -0.16669442272 
        0.046625   -0.20491413446  -0.20491413446 
         0.04675   -0.22149820533  -0.22149820533 
        0.046875   -0.23020856455  -0.23020856455 
           0.047   -0.22149819648  -0.22149819648 
        0.047125   -0.20491398638  -0.20491398638 
         0.04725   -0.16669516824  -0.16669516824 
        0.047375   -0.11481276946  -0.11481276946 
          0.0475  0.00019336957484 0.00019336957484 
        0.047625    0.11480603041   0.11480603041 
         0.04775    0.16670045769   0.16670045769 
        0.047875    0.20490885293   0.20490885293 
           0.048    0.22150334669   0.22150334669 
        0.048125    0.23020312842   0.23020312842 
         0.04825    0.22150418395   0.22150418395 
        0.048375    0.20490710903   0.20490710903 
          0.0485     0.1667036782    0.1667036782 
        0.048625    0.11479949718   0.11479949718 
         0.04875  -0.00020009279251 -0.00020009279251 
        0.048875   -0.11480084434  -0.11480084434 
           0.049   -0.16670137644  -0.16670137644 
        0.049125   -0.20490930323  -0.20490930323 
         0.04925   -0.22150241584  -0.22150241584 
        0.049375   -0.23020413984  -0.23020413984 
          0.0495   -0.22150339093  -0.22150339093 
        0.049625   -0.20490726223  -0.20490726223 
         0.04975   -0.16670497879  -0.16670497879 
        0.049875   -0.11479416583  -0.11479416583 
            0.05                0               0 
        0.050125    0.11479416583   0.11479416583 
         0.05025    0.16670497879   0.16670497879 
        0.050375    0.20490726223   0.20490726223 
          0.0505    0.22150339093   0.22150339093 
        0.050625    0.23020413984   0.23020413984 
         0.05075    0.22150241584   0.22150241584 
        0.050875    0.20490930323   0.20490930323 
           0.051    0.16670137644   0.16670137644 
        0.051125    0.11480084434   0.11480084434 
         0.05125  0.00020009279251 0.00020009279251 
        0.051375   -0.11479949718  -0.11479949718 
          0.0515    -0.1667036782   -0.1667036782 
        0.051625   -0.20490710903  -0.20490710903 
         0.05175   -0.22150418395  -0.22150418395 
        0.051875   -0.23020312842  -0.23020312842 
           0.052   -0.22150334669  -0.22150334669 
        0.052125   -0.20490885293  -0.20490885293 
         0.05225   -0.16670045769  -0.16670045769 
        0.052375   -0.11480603041  -0.11480603041 
          0.0525  -0.00019336957484 -0.00019336957484 
        0.052625    0.11481276946   0.11481276946 
         0.05275    0.16669516824   0.16669516824 
        0.052875    0.20491398638   0.20491398638 
           0.053    0.22149819648   0.22149819648 
        0.053125    0.23020856455   0.23020856455 
         0.05325    0.22149820533   0.22149820533 
        0.053375    0.20491413446   0.20491413446 
          0.0535    0.16669442272   0.16669442272 
        0.053625    0.11481531104   0.11481531104 
         0.05375  0.00011083763093 0.00011083763093 
        0.053875   -0.11481820466  -0.11481820466 
           0.054   -0.16669259686  -0.16669259686 
        0.054125   -0.20491578057  -0.20491578057 
         0.05425    -0.2214966421   -0.2214966421 
        0.054375   -0.23021008028  -0.23021008028 
          0.0545   -0.22149657598  -0.22149657598 
        0.054625   -0.20491595799  -0.20491595799 
         0.05475   -0.16669218568  -0.16669218568 
        0.054875   -0.11481938837  -0.11481938837 
           0.055  3.1664967537e-08 3.1664967537e-08 
        0.055125    0.11481934134   0.11481934134 
         0.05525    0.16669213166   0.16669213166 
        0.055375    0.20491597336   0.20491597336 
          0.0555    0.22149660112   0.22149660112 
        0.055625    0.23021006398   0.23021006398 
         0.05575    0.22149664303   0.22149664303 
        0.055875    0.20491578383   0.20491578383 
           0.056    0.16669255495   0.16669255495 
        0.056125    0.11481820885   0.11481820885 
         0.05625  -0.00011078175157 -0.00011078175157 
        0.056375   -0.11481531477  -0.11481531477 
          0.0565   -0.16669447534  -0.16669447534 
        0.056625   -0.20491412282  -0.20491412282 
         0.05675   -0.22149816342  -0.22149816342 
        0.056875   -0.23020860041  -0.23020860041 
           0.057   -0.22149821697  -0.22149821697 
        0.057125   -0.20491394959  -0.20491394959 
         0.05725   -0.16669518873  -0.16669518873 
        0.057375   -0.11481280532  -0.11481280532 
          0.0575  0.00019340356812 0.00019340356812 
        0.057625    0.11480606068   0.11480606068 
         0.05775    0.16670042276   0.16670042276 
        0.057875    0.20490885014   0.20490885014 
           0.058    0.22150338767   0.22150338767 
        0.058125    0.23020309629   0.23020309629 
         0.05825    0.22150415508   0.22150415508 
        0.058375    0.20490715606   0.20490715606 
          0.0585    0.16670368332   0.16670368332 
        0.058625    0.11479944037   0.11479944037 
         0.05875  -0.00020009698346 -0.00020009698346 
        0.058875   -0.11480079265  -0.11480079265 
           0.059   -0.16670137271  -0.16670137271 
        0.059125   -0.20490932511  -0.20490932511 
         0.05925   -0.22150240093  -0.22150240093 
        0.059375   -0.23020415241  -0.23020415241 
          0.0595   -0.22150340909  -0.22150340909 
        0.059625   -0.20490722265  -0.20490722265 
         0.05975    -0.1667049462   -0.1667049462 
        0.059875   -0.11479422729  -0.11479422729 
            0.06                0               0 
        0.060125    0.11479422729   0.11479422729 
         0.06025     0.1667049462    0.1667049462 
        0.060375    0.20490722265   0.20490722265 
          0.0605    0.22150340909   0.22150340909 
        0.060625    0.23020415241   0.23020415241 
         0.06075    0.22150240093   0.22150240093 
        0.060875    0.20490932511   0.20490932511 
           0.061    0.16670137271   0.16670137271 
        0.061125    0.11480079265   0.11480079265 
         0.06125  0.00020009698346 0.00020009698346 
        0.061375   -0.11479944037  -0.11479944037 
          0.0615   -0.16670368332  -0.16670368332 
        0.061625   -0.20490715606  -0.20490715606 
         0.06175   -0.22150415508  -0.22150415508 
        0.061875   -0.23020309629  -0.23020309629 
           0.062   -0.22150338767  -0.22150338767 
        0.062125   -0.20490885014  -0.20490885014 
         0.06225   -0.16670042276  -0.16670042276 
        0.062375   -0.11480606068  -0.11480606068 
          0.0625  -0.00019340356812 -0.00019340356812 
        0.062625    0.11481280532   0.11481280532 
         0.06275    0.16669518873   0.16669518873 
        0.062875    0.20491394959   0.20491394959 
           0.063    0.22149821697   0.22149821697 
        0.063125    0.23020860041   0.23020860041 
         0.06325    0.22149816342   0.22149816342 
        0.063375    0.20491412282   0.20491412282 
          0.0635    0.16669447534   0.16669447534 
        0.063625    0.11481531477   0.11481531477 
         0.06375  0.00011078175157 0.00011078175157 
        0.063875   -0.11481820885  -0.11481820885 
           0.064   -0.16669255495  -0.16669255495 
        0.064125   -0.20491578383  -0.20491578383 
         0.06425   -0.22149664303  -0.22149664303 
        0.064375   -0.23021006398  -0.23021006398 
          0.0645   -0.22149660112  -0.22149660112 
        0.064625   -0.20491597336  -0.20491597336 
         0.06475   -0.16669213166  -0.16669213166 
        0.064875   -0.11481934134  -0.11481934134 
           0.065  -3.1664967537e-08 -3.1664967537e-08 
        0.065125    0.11481938837   0.11481938837 
         0.06525    0.16669218568   0.16669218568 
        0.065375    0.20491595799   0.20491595799 
          0.0655    0.22149657598   0.22149657598 
        0.065625    0.23021008028   0.23021008028 
         0.06575     0.2214966421    0.2214966421 
        0.065875    0.20491578057   0.20491578057 
           0.066    0.16669259686   0.16669259686 
        0.066125    0.11481820466   0.11481820466 
         0.06625  -0.00011083763093 -0.00011083763093 
        0.066375   -0.11481531104  -0.11481531104 
          0.0665   -0.16669442272  -0.16669442272 
        0.066625   -0.20491413446  -0.20491413446 
         0.06675   -0.22149820533  -0.22149820533 
        0.066875   -0.23020856455  -0.23020856455 
           0.067   -0.22149819648  -0.22149819648 
        0.067125   -0.20491398638  -0.20491398638 
         0.06725   -0.16669516824  -0.16669516824 
        0.067375   -0.11481276946  -0.11481276946 
          0.0675  0.00019336957484 0.00019336957484 
        0.067625    0.11480603041   0.11480603041 
         0.06775    0.16670045769   0.16670045769 
        0.067875    0.20490885293   0.20490885293 
           0.068    0.22150334669   0.22150334669 
        0.068125    0.23020312842   0.23020312842 
         0.06825    0.22150418395   0.22150418395 
        0.068375    0.20490710903   0.20490710903 
          0.0685     0.1667036782    0.1667036782 
        0.068625    0.11479949718   0.11479949718 
         0.06875  -0.00020009279251 -0.00020009279251 
        0.068875   -0.11480084434  -0.11480084434 
           0.069   -0.16670137644  -0.16670137644 
        0.069125   -0.20490930323  -0.20490930323 
         0.06925   -0.22150241584  -0.22150241584 
        0.069375   -0.23020413984  -0.23020413984 
          0.0695   -0.22150339093  -0.22150339093 
        0.069625   -0.20490726223  -0.20490726223 
         0.06975   -0.16670497879  -0.16670497879 
        0.069875   -0.11479416583  -0.11479416583 
            0.07                0               0 
        0.070125    0.11479416583   0.11479416583 
         0.07025    0.16670497879   0.16670497879 
        0.070375    0.20490726223   0.20490726223 
          0.0705    0.22150339093   0.22150339093 
        0.070625    0.23020413984   0.23020413984 
         0.07075    0.22150241584   0.22150241584 
        0.070875    0.20490930323   0.20490930323 
           0.071    0.16670137644   0.16670137644 
        0.071125    0.11480084434   0.11480084434 
         0.07125  0.00020009279251 0.00020009279251 
        0.071375   -0.11479949718  -0.11479949718 
          0.0715    -0.1667036782   -0.1667036782 
        0.071625   -0.20490710903  -0.20490710903 
         0.07175   -0.22150418395  -0.22150418395 
        0.071875   -0.23020312842  -0.23020312842 
           0.072   -0.22150334669  -0.22150334669 
        0.072125   -0.20490885293  -0.20490885293 
         0.07225   -0.16670045769  -0.16670045769 
        0.072375   -0.11480603041  -0.11480603041 
          0.0725  -0.00019336957484 -0.00019336957484 
        0.072625    0.11481276946   0.11481276946 
         0.07275    0.16669516824   0.16669516824 
        0.072875    0.20491398638   0.20491398638 
           0.073    0.22149819648   0.22149819648 
        0.073125    0.23020856455   0.23020856455 
         0.07325    0.22149820533   0.22149820533 
        0.073375    0.20491413446   0.20491413446 
          0.0735    0.16669442272   0.16669442272 
        0.073625    0.11481531104   0.11481531104 
         0.07375  0.00011083763093 0.00011083763093 
        0.073875   -0.11481820466  -0.11481820466 
           0.074   -0.16669259686  -0.16669259686 
        0.074125   -0.20491578057  -0.20491578057 
         0.07425    -0.2214966421   -0.2214966421 
        0.074375   -0.23021008028  -0.23021008028 
          0.0745   -0.22149657598  -0.22149657598 
        0.074625   -0.20491595799  -0.20491595799 
         0.07475   -0.16669218568  -0.16669218568 
        0.074875   -0.11481938837  -0.11481938837 
           0.075  3.1664967537e-08 3.1664967537e-08 
        0.075125    0.11481934134   0.11481934134 
         0.07525    0.16669213166   0.16669213166 
        0.075375    0.20491597336   0.20491597336 
          0.0755    0.22149660112   0.22149660112 
        0.075625    0.23021006398   0.23021006398 
         0.07575    0.22149664303   0.22149664303 
        0.075875    0.20491578383   0.20491578383 
           0.076    0.16669255495   0.16669255495 
        0.076125    0.11481820885   0.11481820885 
         0.07625  -0.00011078175157 -0.00011078175157 
        0.076375   -0.11481531477  -0.11481531477 
          0.0765   -0.16669447534  -0.16669447534 
        0.076625   -0.20491412282  -0.20491412282 
         0.07675   -0.22149816342  -0.22149816342 
        0.076875   -0.23020860041  -0.23020860041 
           0.077   -0.22149821697  -0.22149821697 
        0.077125   -0.20491394959  -0.20491394959 
         0.07725   -0.16669518873  -0.16669518873 
        0.077375   -0.11481280532  -0.11481280532 
          0.0775  0.00019340356812 0.00019340356812 
        0.077625    0.11480606068   0.11480606068 
         0.07775    0.16670042276   0.16670042276 
        0.077875    0.20490885014   0.20490885014 
           0.078    0.22150338767   0.22150338767 
        0.078125    0.23020309629   0.23020309629 
         0.07825    0.22150415508   0.22150415508 
        0.078375    0.20490715606   0.20490715606 
          0.0785    0.16670368332   0.16670368332 
        0.078625    0.11479944037   0.11479944037 
         0.07875  -0.00020009698346 -0.00020009698346 
        0.078875   -0.11480079265  -0.11480079265 
           0.079   -0.16670137271  -0.16670137271 
        0.079125   -0.20490932511  -0.20490932511 
